0xAce1d11d836cb3F51Ef658FD4D353fFb3c301218,AaveGovernanceV2 ARC_TIMELOCK,1

0xd1B3E25fD7C8AE7CADDC6F71b461b79CD4ddcFa3,AaveGovernanceV2 CROSSCHAIN_FORWARDER_ARBITRUM,1

0x3215225538da1546FE0DA88ee13019f402078942,AaveGovernanceV2 CROSSCHAIN_FORWARDER_BASE,1

0x2fE52eF191F0BE1D98459BdaD2F1d3160336C08f,AaveGovernanceV2 CROSSCHAIN_FORWARDER_METIS,1

0x5f5C02875a8e9B5A26fbd09040ABCfDeb2AA6711,AaveGovernanceV2 CROSSCHAIN_FORWARDER_OPTIMISM,1

0x158a6bC04F0828318821baE797f50B0A1299d45b,AaveGovernanceV2 CROSSCHAIN_FORWARDER_POLYGON,1

0x79426A1c24B2978D90d7A5070a46C65B07bC4299,AaveGovernanceV2 LONG_EXECUTOR,1

0xEE56e2B3D491590B5b31738cC34d5232F378a8D5,AaveGovernanceV2 SHORT_EXECUTOR,1

0x4da27a545c0c5B758a6BA100e3a049001de870f5,AaveSafetyModule STK_AAVE,1

0x9eDA81C21C273a82BE9Bbc19B6A6182212068101,AaveSafetyModule STK_AAVE_WSTETH_BPTV2,1

0xADf86b537eF08591c2777E144322E8b0Ca7E82a7,AaveSafetyModule STK_AAVE_WSTETH_BPTV2_ORACLE,1

0xa1116930326D21fB917d5A27F1E9943A9595fb47,AaveSafetyModule STK_ABPT,1

0x209Ad99bd808221293d03827B86cC544bcA0023b,AaveSafetyModule STK_ABPT_ORACLE,1

0xecD4bd3121F9FD604ffaC631bF6d41ec12f1fafb,AaveSafetyModule STK_ABPT_STK_AAVE_WSTETH_BPTV2_MIGRATOR,1

0x1a88Df1cFe15Af22B3c4c783D4e6F7F9e0C1885d,AaveSafetyModule STK_GHO,1

0x24a42fD28C976A61Df5D00D0599C34c4f90748c8,AaveV1 ADDRESSES_PROVIDER,1

0x3dfd23A6c5E8BbcFc9581d2E864a68feb6a076d3,AaveV1 CORE,1

0x398eC7346DcD622eDc5ae82352F02bE94C62d119,AaveV1 POOL,1

0x057835Ad21a177dbdd3090bB1CAE03EaCF78Fc6d,AaveV2Ethereum AAVE_PROTOCOL_DATA_PROVIDER,1

0xdAC17F958D2ee523a2206206994597C13D831ec7,AaveV2Ethereum ASSETS USDT UNDERLYING,1

0x3Ed3B47Dd13EC9a98b44e6204A523E766B225811,AaveV2Ethereum ASSETS USDT A_TOKEN,1

0x531842cEbbdD378f8ee36D171d6cC9C4fcf475Ec,AaveV2Ethereum ASSETS USDT V_TOKEN,1

0x8A50d613d683c1c381aA027c4d922aE55Fd8A3B3,AaveV2Ethereum ASSETS USDT INTEREST_RATE_STRATEGY,1

0xCB45B5c861a6468145b1720A620C38f55f736B74,AaveV2Ethereum ASSETS USDT ORACLE,1

0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,AaveV2Ethereum ASSETS WBTC UNDERLYING,1

0x9ff58f4fFB29fA2266Ab25e75e2A8b3503311656,AaveV2Ethereum ASSETS WBTC A_TOKEN,1

0x9c39809Dec7F95F5e0713634a4D0701329B3b4d2,AaveV2Ethereum ASSETS WBTC V_TOKEN,1

0xdbcea77E2C4A0e6158a7555C249f28A8Da449178,AaveV2Ethereum ASSETS WBTC INTEREST_RATE_STRATEGY,1

0xFD858c8bC5ac5e10f01018bC78471bb0DC392247,AaveV2Ethereum ASSETS WBTC ORACLE,1

0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,AaveV2Ethereum ASSETS WETH UNDERLYING,1

0x030bA81f1c18d280636F32af80b9AAd02Cf0854e,AaveV2Ethereum ASSETS WETH A_TOKEN,1

0xF63B34710400CAd3e044cFfDcAb00a0f32E33eCf,AaveV2Ethereum ASSETS WETH V_TOKEN,1

0x2D8A2d50D3158085180D32A9C0655b13bce81f22,AaveV2Ethereum ASSETS WETH INTEREST_RATE_STRATEGY,1

0x0bc529c00C6401aEF6D220BE8C6Ea1667F6Ad93e,AaveV2Ethereum ASSETS YFI UNDERLYING,1

0x5165d24277cD063F5ac44Efd447B27025e888f37,AaveV2Ethereum ASSETS YFI A_TOKEN,1

0x7EbD09022Be45AD993BAA1CEc61166Fcc8644d97,AaveV2Ethereum ASSETS YFI V_TOKEN,1

0x2c206fa2127aB7f1CE3dc987daf683Ed5B9CF069,AaveV2Ethereum ASSETS YFI INTEREST_RATE_STRATEGY,1

0x7c5d4F8345e66f68099581Db340cd65B078C41f4,AaveV2Ethereum ASSETS YFI ORACLE,1

0xE41d2489571d322189246DaFA5ebDe1F4699F498,AaveV2Ethereum ASSETS ZRX UNDERLYING,1

0xDf7FF54aAcAcbFf42dfe29DD6144A69b629f8C9e,AaveV2Ethereum ASSETS ZRX A_TOKEN,1

0x85791D117A392097590bDeD3bD5abB8d5A20491A,AaveV2Ethereum ASSETS ZRX V_TOKEN,1

0x91773a61759398d33C252F25A38DA77a51e0c9Ff,AaveV2Ethereum ASSETS ZRX INTEREST_RATE_STRATEGY,1

0x2Da4983a622a8498bb1a21FaE9D8F6C664939962,AaveV2Ethereum ASSETS ZRX ORACLE,1

0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,AaveV2Ethereum ASSETS UNI UNDERLYING,1

0xB9D7CB55f463405CDfBe4E90a6D2Df01C2B92BF1,AaveV2Ethereum ASSETS UNI A_TOKEN,1

0x5BdB050A92CADcCfCDcCCBFC17204a1C9cC0Ab73,AaveV2Ethereum ASSETS UNI V_TOKEN,1

0x87cCa171a2125efca9868F9Bc1FfD7B7c80dC5a3,AaveV2Ethereum ASSETS UNI INTEREST_RATE_STRATEGY,1

0xD6aA3D25116d8dA79Ea0246c4826EB951872e02e,AaveV2Ethereum ASSETS UNI ORACLE,1

0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9,AaveV2Ethereum ASSETS AAVE UNDERLYING,1

0xFFC97d72E13E01096502Cb8Eb52dEe56f74DAD7B,AaveV2Ethereum ASSETS AAVE A_TOKEN,1

0xF7DBA49d571745D9d7fcb56225B05BEA803EBf3C,AaveV2Ethereum ASSETS AAVE V_TOKEN,1

0xd4cA26F2496195C4F886D464D8578368236bB747,AaveV2Ethereum ASSETS AAVE INTEREST_RATE_STRATEGY,1

0x6Df09E975c830ECae5bd4eD9d90f3A95a4f88012,AaveV2Ethereum ASSETS AAVE ORACLE,1

0x0D8775F648430679A709E98d2b0Cb6250d2887EF,AaveV2Ethereum ASSETS BAT UNDERLYING,1

0x05Ec93c0365baAeAbF7AefFb0972ea7ECdD39CF1,AaveV2Ethereum ASSETS BAT A_TOKEN,1

0xfc218A6Dfe6901CB34B1a5281FC6f1b8e7E56877,AaveV2Ethereum ASSETS BAT V_TOKEN,1

0x91773a61759398d33C252F25A38DA77a51e0c9Ff,AaveV2Ethereum ASSETS BAT INTEREST_RATE_STRATEGY,1

0x0d16d4528239e9ee52fa531af613AcdB23D88c94,AaveV2Ethereum ASSETS BAT ORACLE,1

0x4Fabb145d64652a948d72533023f6E7A623C7C53,AaveV2Ethereum ASSETS BUSD UNDERLYING,1

0xA361718326c15715591c299427c62086F69923D9,AaveV2Ethereum ASSETS BUSD A_TOKEN,1

0xbA429f7011c9fa04cDd46a2Da24dc0FF0aC6099c,AaveV2Ethereum ASSETS BUSD V_TOKEN,1

0x2821B41F1fA07c0270A3f0de91B24B9766F312FD,AaveV2Ethereum ASSETS BUSD INTEREST_RATE_STRATEGY,1

0x190be7269f53b4C3d8057b8c7a058A750ded1356,AaveV2Ethereum ASSETS BUSD ORACLE,1

0x6B175474E89094C44Da98b954EedeAC495271d0F,AaveV2Ethereum ASSETS DAI UNDERLYING,1

0x028171bCA77440897B824Ca71D1c56caC55b68A3,AaveV2Ethereum ASSETS DAI A_TOKEN,1

